Title,Artist,Nationality,BeginDatepos,BeginDate,EndDatepos,EndDate,Gender,moma,count,Date,MediumA,Medium,Dimensions,CreditLine,Classification,Department,  Acquired Year,DateAcquired,URL,ThumbnailURL,Height,Width ,HxWcm
The Poems,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),12,,1960,Screenprint,Illustrated book with five screenprints (including cover),"composition (see child records): dimensions vary; page (each): 17 5/16 × 14 1/8"" (44 × 35.8 cm)",Gift of Richard Miller,Illustrated Book,Drawings & Prints,1964,2/11/64,http://www.moma.org/collection/works/11563,http://www.moma.org/media/W1siZiIsIjE4OTY3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c97e8015647b7ba8,44,35.8,1575.2
Title page from The Poems,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),13,,1960,Screenprint,One from an illustrated book with five screenprints (including cover),"composition (irreg.): 9 1/4 × 13 11/16"" (23.5 × 34.8 cm); page: 17 5/16 × 14 1/8"" (44 × 35.8 cm)",Gift of Richard Miller,Illustrated Book,Drawings & Prints,1964,2/11/64,http://www.moma.org/collection/works/11564,http://www.moma.org/media/W1siZiIsIjE4OTY3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9d99453d8cf098fa,23.5,34.8,817.8
Plate (folio 7) from The Poems,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),14,,1960,Screenprint,One from an illustrated book with five screenprints (including cover),"composition (irreg.): 17 1/4 × 13 3/4"" (43.8 × 35 cm); page: 17 5/16 × 14 1/8"" (44 × 35.8 cm)",Gift of Richard Miller,Illustrated Book,Drawings & Prints,1964,2/11/64,http://www.moma.org/collection/works/11565,http://www.moma.org/media/W1siZiIsIjE4OTY3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a0f562ccd0505614,43.8,35,1533
Plate (folio 11) from The Poems,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),15,,1960,Screenprint,One from an illustrated book with five screenprints (including cover),"composition (irreg.): 17 3/8 × 13 13/16"" (44.1 × 35.1 cm); page: 17 5/16 × 14 1/8"" (44 × 35.8 cm)",Gift of Richard Miller,Illustrated Book,Drawings & Prints,1964,2/11/64,http://www.moma.org/collection/works/11566,http://www.moma.org/media/W1siZiIsIjE4OTY4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=597ad7ebfa35ce27,44.1,35.1,1547.91
Plate (folio 16) from The Poems,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),16,,1960,Screenprint,One from an illustrated book with five screenprints (including cover),"composition (irreg.): 17 1/4 × 13 15/16"" (43.8 × 35.4 cm); page: 17 5/16 × 14 1/8"" (44 × 35.8 cm)",Gift of Richard Miller,Illustrated Book,Drawings & Prints,1964,2/11/64,http://www.moma.org/collection/works/11567,http://www.moma.org/media/W1siZiIsIjE5MjE1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f22e01c6b251be2e,43.8,35.4,1550.52
Plate (folio 3 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),17,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 6 × 7 13/16"" (15.2 × 19.8 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11978,,15.2,19.8,300.96
Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),18,,1988,Aquatint,Illustrated book with 16 aquatints (one with etching),"composition (see child records): dimensions vary; page (each): 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11979,,35.5,23,816.5
Double page in-text plate (folios 21 verso and 22) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),19,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate (irreg.): 5 7/8 × 14 7/8"" (15 × 37.8 cm); page (each): 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11980,,15,37.8,567
Plate (folio 23 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),20,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 15/16"" (18.3 × 20.1 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11981,,18.3,20.1,367.83
Plate (folio 25 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),21,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 7/8"" (18.2 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11982,,18.2,20,364
Plate (folio 27 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),22,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 7/8"" (18.3 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11983,,18.3,20,366
Plate (folio 29 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),23,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 7/8"" (18.3 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11984,,18.3,20,366
Plate (folio 31 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),24,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 6 × 7 7/8"" (15.2 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11985,,15.2,20,304
Plate (folio 33 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),25,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 7/8"" (18.3 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11986,,18.3,20,366
Plate (folio 5 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),26,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 6 × 7 13/16"" (15.2 × 19.8 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11987,,15.2,19.8,300.96
Plate (folio 7 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),27,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 15/16"" (18.3 × 20.2 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11988,,18.3,20.2,369.66
Plate (folio 9 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),28,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 7/8"" (18.2 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11989,,18.2,20,364
Plate (folio 11 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),29,,1988,Aquatint,Aquatint and etching from an illustrated book with 16 aquatints (one with etching),"plate: 5 7/8 × 7 15/16"" (15 × 20.1 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11990,,15,20.1,301.5
Plate (folio 13 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),30,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 7/8"" (18.2 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11991,,18.2,20,364
Plate (folio 15 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),31,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 7 3/16 × 7 7/8"" (18.3 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11992,,18.3,20,366
Double page in-text plate (folios 17 verso and 18) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),32,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate (irreg.): 5 7/8 × 12 5/16"" (15 × 31.3 cm); page (each): 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11993,,15,31.3,469.5
Plate (folio 19 verso) from Smoke,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),33,,1988,Aquatint,Aquatint from an illustrated book with 16 aquatints (one with etching),"plate: 5 15/16 × 7 3/4"" (15.1 × 19.7 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)",Johanna and Leslie J. Garfield Fund,Illustrated Book,Drawings & Prints,1989,5/30/89,http://www.moma.org/collection/works/11994,,15.1,19.7,297.47
Double page plate (pages 92 and 93) from 1¢ Life,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),34,,1964,Lithograph,Lithograph from an illustrated book with sixty-two lithographs and reproductions,"composition: 15 3/4 × 22 1/4"" (40 × 56.5 cm); sheet (irreg.): 16 1/8 × 22 13/16"" (41 × 58 cm)","Gift of the author, Walasse Ting, the editor, Sam Francis, and the publisher, E. W. Kornfeld",Illustrated Book,Drawings & Prints,1964,11/10/64,http://www.moma.org/collection/works/32090,http://www.moma.org/media/W1siZiIsIjQ5MTI1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d5a3013f3b459b19,40,56.5,2260
Untitled,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),35,,1992,Pastel,Pastel on paper,"29 1/2 x 21 3/4"" (75 x 55.2 cm)",Purchased with funds provided by Marie-Josée and Henry R. Kravis,Drawing,Drawings & Prints,1996,3/14/96,http://www.moma.org/collection/works/33756,,75,55.2,4140
Sunflower IV,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),36,,1972,Etching and aquatint,Etching and aquatint,"composition (4 plates): 28 5/16 × 17 5/8"" (71.9 × 44.8 cm); sheet: 24 13/16 × 35 3/4"" (63 × 90.8 cm)",Janet K. Ruttenberg Fund,Print,Drawings & Prints,1977,2/10/77,http://www.moma.org/collection/works/60814,http://www.moma.org/media/W1siZiIsIjE5NDkxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ef7643ea48a7296,24.1,15,361.5
Taillade,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),37,,1990,Oil,"Oil on canvas, two panels","8' 6 1/4"" x 13' 1 1/2"" (259.8 x 400 cm)","Gift of Galerie Jean Fournier, Enid A. Haupt Fund, and Helen Acheson Bequest (by exchange)",Painting,Painting & Sculpture,1990,10/9/90,http://www.moma.org/collection/works/79544,http://www.moma.org/media/W1siZiIsIjE1MTI5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=efd3305929feba15,259.7,400,103880
Ladybug,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),38,,1957,Oil,Oil on canvas,"6' 5 7/8"" x 9' (197.9 x 274 cm)",Purchase,Painting,Painting & Sculpture,1961,12/13/61,http://www.moma.org/collection/works/79586,http://www.moma.org/media/W1siZiIsIjQ2MjU5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=572ba2ce3401a041,197.9,274,54224.6
Grandes Carrières,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),39,,1961,Oil,Oil on canvas,"6' 6 3/4"" x 9' 10 1/4"" (200 x 300.5 cm)",Gift of The Estate of Joan Mitchell,Painting,Painting & Sculpture,1994,10/11/94,http://www.moma.org/collection/works/79710,http://www.moma.org/media/W1siZiIsIjQ3MDkxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f72656474d3f7e43,200,300.4,60080
No Rain,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),40,,1976,Oil,"Oil on canvas, two panels","9' 2"" x 13' 1 /58"" (279.5 x 400.4 cm)",Gift of The Estate of Joan Mitchell,Painting,Painting & Sculpture,1994,10/11/94,http://www.moma.org/collection/works/79711,http://www.moma.org/media/W1siZiIsIjE1OTIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=42daa9af16b4b92e,279.4,200,55880
Untitled,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),41,,1964,Oil,"Oil on canvas, three panels","63 7/8"" x 10' 7 7/8"" (162.4 x 324.8 cm)",Gift of The Estate of Joan Mitchell,Painting,Painting & Sculpture,1994,10/11/94,http://www.moma.org/collection/works/79712,http://www.moma.org/media/W1siZiIsIjE1OTIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd4c3353f1c477f1,162.2,97.2,15765.84
"Wood, Wind, No Tuba",Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),42,,1980,Oil,"Oil on canvas, two panels","9' 2 1/4"" x 13 1 1/8"" (280 x 399.8 cm)",Gift of The Estate of Joan Mitchell,Painting,Painting & Sculpture,1994,10/11/94,http://www.moma.org/collection/works/79713,http://www.moma.org/media/W1siZiIsIjE1OTIyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=181dd06be3d229bb,280,399.0982982,111747.5235
Preparatory drawing for In Memory of My Feelings,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),43,,1967,Crayon,Crayon on acetate,"sheet (each): 14 x 10 7/8"" (35.5 x 27.6 cm)",Gift of the artist,Drawing,Drawings & Prints,1967,12/13/67,http://www.moma.org/collection/works/97964,http://www.moma.org/media/W1siZiIsIjMwOTA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c45387e896abc8c,35.5,27.6,979.8
Unused preparatory drawing for In Memory of My Feelings,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),44,,1967,Crayon,Crayon on acetate,"sheet (.a): 14 x 11"" (35.5 x 27.9 cm); sheet (.b): 14 x 10 7/8"" (35.5 x 27.7 cm)",Gift of the artist,Drawing,Drawings & Prints,1967,12/13/67,http://www.moma.org/collection/works/125412,http://www.moma.org/media/W1siZiIsIjMwOTA2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=df52aa36161afd45,35.5,27.9,990.45
Unused preparatory drawing for In Memory of My Feelings,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),45,,1967,Crayon,Crayon on acetate,"sheet (.a): 13 15/16 x 10 7/8"" (35.4 x 27.7 cm); sheet (.b): 14 x 11"" (35.5 x 28 cm)",Gift of the artist,Drawing,Drawings & Prints,1967,12/13/67,http://www.moma.org/collection/works/125413,http://www.moma.org/media/W1siZiIsIjMwOTA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=91f07cbed5a036b7,35.4,27.7,980.58
Untitled (Blue),Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),46,,1975,Pastel,Pastel and typewriting on paper,"14 1/4 x 9"" (36.2 x 22.9 cm)",Gift of Sarah-Ann and Werner H. Kramarsky in honor of Maja Oeri,Drawing,Drawings & Prints,2012,2/14/12,http://www.moma.org/collection/works/146160,http://www.moma.org/media/W1siZiIsIjI0NjM3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8bca279a1d22c0f4,36.19507239,22.86004572,827.4210097
Untitled,Joan Mitchell,(American),1925,-1925,1992,-1992,(Female),47,47,1957,Oil,Oil on paper,"19 1/2 x 17 1/2"" (49.5 x 44.5 cm)",Committee on Drawings Funds,Drawing,Drawings & Prints,2012,2/14/12,http://www.moma.org/collection/works/156760,http://www.moma.org/media/W1siZiIsIjI1MzgxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a494b3920e19d970,49.53009906,44.4500889,2201.617306
In-text plate (folios 99 verso and 100 recto) from In Memory of My Feelings,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),1,,1967,Lithograph,One from an illustrated book with forty-six lithographs,"composition (irreg.): 11 15/16 x 18"" (30.4 x 45.7cm); page (two-page spread): 11 15/16 x 17 15/16"" (30.4 x 45.6 cm)",Gift of The Museum of Modern Art Department of Publications,Illustrated Book,Drawings & Prints,1968,2/5/68,http://www.moma.org/collection/works/11206,http://www.moma.org/media/W1siZiIsIjMwMzM1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=23f4c7edfbaf1bd5,30.4,45.7,1389.28
Preparatory drawing for In Memory of My Feelings,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),2,,1967,Gouache,Gouache on acetate,"sheet (each): 13 15/16 x 10 7/8"" (35.4 x 27.7 cm)",Gift of the artist,Drawing,Drawings & Prints,1967,10/18/67,http://www.moma.org/collection/works/32444,http://www.moma.org/media/W1siZiIsIjMwOTA1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=39650a93db981056,35.4,27.7,980.58
Unused preparatory drawing for In Memory of My Feelings,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),3,,1967,Gouache,Gouache on acetate,"sheet (.a): 14 x 10 15/16"" (35.5 x 27.8 cm); sheet (.b): 13 15/16 x 10 15/16"" (35.4 x 27.8 cm)",Gift of the artist,Drawing,Drawings & Prints,1967,10/18/67,http://www.moma.org/collection/works/32445,http://www.moma.org/media/W1siZiIsIjMwOTA1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4afe0c29e736cf6a,35.5,27.8,986.9
Still Life,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),4,,1938,Oil,Oil on paper,"19 x 25"" (48.4 x 63.5 cm)",Acquired with matching funds from The Edward John Noble Foundation and the National Endowment for the Arts,Drawing,Drawings & Prints,1977,2/2/77,http://www.moma.org/collection/works/33246,http://www.moma.org/media/W1siZiIsIjE4MjA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee57e5c2c188fb5f,48.4,63.5,3073.4
Untitled,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),5,,1964,Mixed Media,"Felt-tip pen, pastel, and acrylic on paper","22 1/4 x 30 3/8"" (56.5 x 77.2 cm)",Acquired with matching funds from an anonymous donor and the National Endowment for the Arts,Drawing,Drawings & Prints,1977,2/2/77,http://www.moma.org/collection/works/33262,http://www.moma.org/media/W1siZiIsIjIyMzkxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=08fbbd434818374f,56.5151,77.1527,4360.292556
Seated Nude,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),6,,1940,Charcoal,Charcoal on paper,"25 x 18 7/8"" (63.5 x 48.0 cm)",Gift of Constance B. Cartwright,Drawing,Drawings & Prints,1976,3/23/76,http://www.moma.org/collection/works/34581,http://www.moma.org/media/W1siZiIsIjIxMDM4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88fc7ace69bed579,63.5,47.9,3041.65
Obsidian,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),7,,1962,Lithograph,Lithograph,"composition (irreg.): 15 x 19 1/4"" (38.1 x 48.9 cm); sheet: 22 1/16 x 29 15/16"" (56.1 x 76 cm)",Gift of Mr. and Mrs. Samuel Rosenfeld (through the Associates of the Department of Prints and Illustrated Books),Print,Drawings & Prints,1980,10/28/80,http://www.moma.org/collection/works/71667,http://www.moma.org/media/W1siZiIsIjE5MDUxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5228587320ecab3,38.1,48.9,1863.09
Gaea,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),8,,1966,Oil,Oil on canvas,"69"" x 10' 5 1/2"" (175.3 x 318.8 cm)",Kay Sage Tanguy Fund,Painting,Painting & Sculpture,1977,5/10/77,http://www.moma.org/collection/works/79162,http://www.moma.org/media/W1siZiIsIjE5MzIzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b0089f1e489cfe5d,175.3,318.8,55885.64
Number 3 (Untitled),Lee Krasner,(American),1908,-1908,1984,-1984,(Female),9,,1951,Oil,Oil on canvas,"6' 10 1/2"" x 57 7/8"" (209.5 x 146.8 cm)",Mrs. Ruth Dunbar Cushing Fund,Painting,Painting & Sculpture,1969,3/11/69,http://www.moma.org/collection/works/79240,http://www.moma.org/media/W1siZiIsIjIwNDMxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af54a36e3031bc26,209.5,146.8,30754.6
Untitled,Lee Krasner,(American),1908,-1908,1984,-1984,(Female),10,10,1949,Oil,Oil on board,"48 x 37"" (121.9 x 93.9 cm)",Gift of Alfonso A. Ossorio,Painting,Painting & Sculpture,1969,6/10/69,http://www.moma.org/collection/works/79836,http://www.moma.org/media/W1siZiIsIjE3OTM3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=250d57299dc7eedc,121.9,93.9,11446.41